Year,Provocation,Activity,Day,Month,Injury,State,Latitude,Longitude,SharkName,SharkLength,InjuryLocation,Gender,Age,IncidentTime,SharkScientific
1791,unprovoked,swimming,1.0,1,fatal,NSW,-33.86666667,151.2,white shark,3.375,torso,female,,,Carcharodon carcharias
1803,unprovoked,swimming,22.0,3,injured,WA,-25.83333333,113.8833333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1807,unprovoked,swimming,18.0,1,injured,NSW,-33.86666667,151.2,bull shark,2.4013698630136986,"""arm, hand""",male,,,Carcharhinus leucas
1820,provoked,swimming,1.0,1,fatal,TAS,-42.8,147.5333333,unknown species,1.9428571428571428,leg,male,,,Unknown species
1825,unprovoked,swimming,1.0,1,injured,NSW,-33.85,151.2166667,bull shark,2.4013698630136986,leg,male,15.0,,Carcharhinus leucas
1830,unprovoked,swimming,1.0,1,injured,TAS,-43.28333333,147.3333333,white shark,3.375,arm,female,,,Carcharodon carcharias
1832,provoked,swimming,20.0,1,injured,NSW,-33.86666667,151.1833333,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1832,provoked,fishing,4.0,6,injured,NSW,-33.83333333,151.2666667,white shark,3.375,leg,female,,,Carcharodon carcharias
1836,unprovoked,swimming,1.0,1,injured,SA,-34.95,138.5,white shark,3.375,Unknown,male,,,Carcharodon carcharias
1836,unprovoked,swimming,1.0,8,fatal,QLD,-25.48333333,152.9833333,whaler shark,2.2,other: body not recovered,male,,,Carcharhinidae
1836,unprovoked,swimming,1.0,8,fatal,QLD,-25.48333333,152.9833333,whaler shark,2.2,other: body not recovered,male,,,Carcharhinidae
1837,unprovoked,swimming,17.0,1,fatal,NSW,-30.93333333,153.0166667,bull shark,2.4013698630136986,leg,male,12.0,,Carcharhinus leucas
1839,provoked,swimming,7.0,8,fatal,VIC,-38.98333333,146.45,white shark,3.375,leg,male,,,Carcharodon carcharias
1840,unprovoked,swimming,1.0,12,fatal,NSW,-33.85,151.2166667,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1841,unprovoked,swimming,25.0,4,fatal,NSW,-33.83333333,151.1666667,bull shark,2.4013698630136986,thigh,male,,,Carcharhinus leucas
1847,unprovoked,swimming,3.0,3,injured,QLD,-27.25,153.25,bull shark,2.4013698630136986,foot,male,,,Carcharhinus leucas
1847,unprovoked,swimming,30.0,11,injured,QLD,-27.43333333,153.0833333,bull shark,2.4013698630136986,"""thigh, calf""",male,,,Carcharhinus leucas
1849,provoked,swimming,1.0,1,fatal,WA,-33.36666667,115.2833333,white shark,3.375,Unknown,male,,,Carcharodon carcharias
1849,unprovoked,swimming,9.0,12,injured,VIC,-38.33333333,141.6,white shark,3.375,leg,male,,,Carcharodon carcharias
1849,unprovoked,swimming,2.0,12,fatal,NSW,-33.81666667,151.2,bull shark,2.4013698630136986,thigh,male,,,Carcharhinus leucas
1850,unprovoked,swimming,1.0,1,fatal,QLD,-27.28333333,153.2166667,tiger shark,3.166265060240964,other: body not recovered,male,,,Galeocerdo cuvier
1850,unprovoked,swimming,10.0,3,injured,NSW,-29.41666667,153.3333333,whaler shark,2.2,Unknown,male,,,Carcharhinidae
1853,provoked,swimming,9.0,11,injured,NSW,-33.85,151.2166667,wobbegong,1.0,leg,male,,,Orectolobidae
1855,unprovoked,swimming,1.0,1,injured,QLD,-25.5,152.7166667,bull shark,2.4013698630136986,leg,female,,,Carcharhinus leucas
1855,unprovoked,swimming,6.0,1,uninjured,NSW,-33.85,151.2166667,bull shark,2.4013698630136986,other: uninjured,male,,,Carcharhinus leucas
1855,unprovoked,swimming,28.0,7,fatal,QLD,-10.56666667,142.2,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1855,unprovoked,swimming,11.0,11,fatal,NSW,-33.86666667,151.2,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1856,unprovoked,swimming,5.0,2,injured,VIC,-38.13333333,144.4166667,white shark,3.375,"""thigh, foot""",male,18.0,1900-01-01 21:00:00,Carcharodon carcharias
1856,unprovoked,unknown,22.0,5,injured,SA,-35.53333333,138.6833333,wobbegong,1.3408602150537634,Unknown,male,,,Orectolobidae
1858,unprovoked,swimming,14.0,3,fatal,VIC,-37.85,144.9,white shark,3.375,calf,male,22.0,1900-01-01 15:00:00,Carcharodon carcharias
1860,unprovoked,swimming,1.0,1,injured,SA,-35.56666667,138.6,white shark,3.375,arm,male,,,Carcharodon carcharias
1861,unprovoked,swimming,13.0,1,injured,QLD,-27.51666667,153.2666667,wobbegong,1.3408602150537634,"""arm, hand""",male,,,Orectolobidae
1862,unprovoked,swimming,10.0,2,injured,VIC,-37.85,144.9,white shark,3.375,leg,male,,,Carcharodon carcharias
1862,unprovoked,swimming,1.0,12,fatal,QLD,-27.36666667,153.15,bull shark,2.4013698630136986,other: body not recovered,male,,,Carcharhinus leucas
1863,unprovoked,swimming,10.0,1,fatal,NSW,-31.88333333,151.4666667,bull shark,2.4013698630136986,thigh,male,17.0,,Carcharhinus leucas
1863,provoked,swimming,1.0,1,fatal,QLD,-27.58333333,153.3166667,tiger shark,3.166265060240964,other: body not recovered,male,,,Galeocerdo cuvier
1863,unprovoked,swimming,5.0,3,injured,VIC,-37.9,144.9833333,white shark,3.375,"""torso, leg""",male,,1900-01-01 20:00:00,Carcharodon carcharias
1863,unprovoked,unknown,12.0,4,fatal,QLD,-26.8,153.1333333,tiger shark,3.166265060240964,other: body not recovered,male,,,Galeocerdo cuvier
1865,unprovoked,swimming,23.0,11,fatal,VIC,-37.86666667,144.8666667,white shark,3.375,thigh,male,33.0,,Carcharodon carcharias
1868,unprovoked,swimming,1.0,1,injured,QLD,-23.08333333,150.7333333,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1869,unprovoked,swimming,17.0,1,injured,QLD,-27.46666667,153,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1869,provoked,fishing,17.0,3,injured,SA,-34.13333333,137.45,broadnose sevengill shark,2.2,foot,male,,,Notorynchus cepedianus
1870,unprovoked,swimming,9.0,1,injured,QLD,-27.46666667,153.0166667,bull shark,2.4013698630136986,thigh,male,17.0,,Carcharhinus leucas
1870,provoked,spearfishing,19.0,5,injured,QLD,-27.08333333,153.4,whaler shark,2.2,leg,male,13.0,,Carcharhinidae
1872,unprovoked,swimming,1.0,1,injured,QLD,-25.8,153.0166667,unknown species,1.9428571428571428,Unknown,male,,,Unknown species
1873,unprovoked,unmotorised boating,12.0,2,uninjured,SA,-34.83333333,138.4666667,white shark,3.375,other: uninjured,male,,,Carcharodon carcharias
1874,unprovoked,swimming,9.0,1,injured,NSW,-33.86666667,151.2,bull shark,2.4013698630136986,"""calf, foot""",male,,,Carcharhinus leucas
1874,unprovoked,swimming,21.0,11,injured,QLD,-25.5,152.7166667,bull shark,3.0,thigh,male,,,Carcharhinus leucas
1874,provoked,swimming,19.0,11,injured,NSW,-33,151.7166667,wobbegong,2.0,foot,male,,1900-01-01 19:00:00,Orectolobidae
1875,unprovoked,swimming,9.0,7,injured,NSW,-29.41666667,153.3333333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1875,provoked,snorkelling,1.0,10,fatal,QLD,-10.25,142.1166667,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1875,provoked,swimming,1.0,11,injured,NSW,-29.4,153.3333333,white shark,3.375,foot,male,,,Carcharodon carcharias
1875,unprovoked,swimming,26.0,12,injured,NSW,-29.4,153.3333333,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1876,provoked,snorkelling,1.0,1,injured,WA,-20.7,117.25,bull shark,2.4013698630136986,thigh,male,36.0,,Carcharhinus leucas
1876,unprovoked,swimming,30.0,1,injured,VIC,-37.86666667,144.9666667,white shark,3.375,Unknown,male,,,Carcharodon carcharias
1876,provoked,snorkelling,1.0,2,fatal,QLD,-10.25,142.1166667,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1876,unprovoked,swimming,6.0,2,fatal,VIC,-37.85,144.95,white shark,4.0,"""leg, pelvic region""",male,18.0,1900-01-01 06:00:00,Carcharodon carcharias
1876,provoked,diving,6.0,7,uninjured,NSW,-33.85,151.2,whaler shark,4.3,other: uninjured,male,,,Carcharhinidae
1876,unprovoked,swimming,1.0,12,injured,NSW,-32.76666667,151.7,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1877,unprovoked,swimming,28.0,1,fatal,VIC,-37.83333333,144.9333333,white shark,3.375,Unknown,male,30.0,,Carcharodon carcharias
1877,unprovoked,swimming,20.0,1,injured,VIC,-38.38333333,142.4833333,white shark,3.375,foot,female,,,Carcharodon carcharias
1877,unprovoked,swimming,21.0,3,injured,VIC,-38.1,144.65,white shark,3.375,"""thigh, foot""",male,,,Carcharodon carcharias
1877,unprovoked,swimming,15.0,12,injured,NSW,-33.86666667,151.2,bull shark,2.4013698630136986,leg,male,12.0,,Carcharhinus leucas
1877,provoked,swimming,1.0,12,injured,SA,-34.73333333,138.0333333,unknown species,1.2,leg,male,,,Unknown species
1878,provoked,snorkelling,1.0,1,injured,QLD,-9.633333333,142.6833333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1878,unprovoked,swimming,2.0,3,injured,VIC,-38.38333333,142.5,whaler shark,3.2,torso,male,,,Carcharhinidae
1878,provoked,fishing,23.0,7,injured,QLD,-25.8,153.05,bull shark,2.4013698630136986,calf,male,,,Carcharhinus leucas
1878,unprovoked,swimming,14.0,11,injured,NSW,-33.85,151.15,wobbegong,1.3408602150537634,Unknown,male,,,Orectolobidae
1879,unprovoked,swimming,19.0,6,fatal,NSW,-33.86666667,151.2,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1879,unprovoked,swimming,10.0,11,injured,NSW,-29.4,153.3333333,white shark,3.375,thigh,male,15.0,,Carcharodon carcharias
1880,unprovoked,swimming,1.0,1,fatal,QLD,-16.9,145.9833333,tiger shark,3.166265060240964,other: body not recovered,male,,,Galeocerdo cuvier
1880,unprovoked,swimming,4.0,1,injured,NSW,-33.08333333,151.5,bull shark,2.4013698630136986,foot,female,13.0,1900-01-01 17:00:00,Carcharhinus leucas
1880,unprovoked,swimming,7.0,1,injured,QLD,-27.51666667,152.9,bull shark,2.4013698630136986,leg,male,22.0,,Carcharhinus leucas
1880,unprovoked,swimming,25.0,11,fatal,QLD,-27.46666667,153.0333333,bull shark,2.4013698630136986,leg,male,15.0,1900-01-01 17:00:00,Carcharhinus leucas
1881,unprovoked,swimming,19.0,1,uninjured,NSW,-31.06666667,152.6333333,bull shark,3.5,other: uninjured,female,,,Carcharhinus leucas
1881,unprovoked,unknown,1.0,1,injured,QLD,-25.25,152.85,tiger shark,3.166265060240964,foot,female,16.0,,Galeocerdo cuvier
1881,provoked,spearfishing,10.0,8,injured,QLD,-20,148.8,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1881,unprovoked,swimming,13.0,11,fatal,NSW,-33.86666667,151.2333333,bull shark,2.4013698630136986,other: body not recovered,male,,,Carcharhinus leucas
1881,unprovoked,swimming,4.0,12,injured,QLD,-24.83333333,152.1166667,bull shark,2.4013698630136986,arm,male,,,Carcharhinus leucas
1882,provoked,snorkelling,1.0,1,injured,WA,-17.98333333,122.2333333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1882,unprovoked,unknown,15.0,4,fatal,NSW,-33.08333333,151.65,white shark,3.375,torso,male,,,Carcharodon carcharias
1882,unprovoked,swimming,15.0,5,injured,NSW,-33.85,151.2,wobbegong,1.3408602150537634,calf,male,,,Orectolobidae
1882,provoked,snorkelling,1.0,5,fatal,WA,-15.88333333,122,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1882,provoked,snorkelling,1.0,12,fatal,WA,-17.98333333,122.2333333,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1883,unprovoked,swimming,23.0,1,fatal,NSW,-33.85,151.15,bull shark,2.4013698630136986,torso,male,37.0,,Carcharhinus leucas
1883,unprovoked,swimming,19.0,12,fatal,NSW,-33.86666667,151.2,bull shark,2.4013698630136986,torso,male,21.0,,Carcharhinus leucas
1883,provoked,swimming,22.0,12,uninjured,NSW,-33.8,151.2833333,bull shark,2.8,other: uninjured,male,,,Carcharhinus leucas
1884,unprovoked,swimming,14.0,1,fatal,SA,-33.18333333,137.9833333,white shark,3.375,other: body not recovered,female,16.0,,Carcharodon carcharias
1885,unprovoked,swimming,2.0,10,uninjured,NSW,-33.81666667,151.05,bull shark,2.4013698630136986,other: uninjured,female,,,Carcharhinus leucas
1885,unprovoked,swimming,26.0,11,injured,WA,-33.31666667,115.6333333,white shark,3.375,calf,male,,,Carcharodon carcharias
1886,unprovoked,swimming,25.0,1,uninjured,QLD,-25.53333333,152.7,bull shark,2.4013698630136986,other: uninjured,male,,,Carcharhinus leucas
1886,unprovoked,swimming,26.0,4,injured,QLD,-23.38333333,150.6333333,bull shark,2.4013698630136986,"""arm, hand""",male,,,Carcharhinus leucas
1887,unprovoked,unmotorised boating,23.0,2,uninjured,NSW,-33.8,151.2833333,whaler shark,2.2,other: uninjured,male,,1900-01-01 17:00:00,Carcharhinidae
1887,unprovoked,swimming,4.0,12,fatal,NSW,-33.81666667,151.0833333,bull shark,4.0,"""torso, leg, pelvic region""",male,25.0,1900-01-01 11:30:00,Carcharhinus leucas
1888,provoked,snorkelling,11.0,9,injured,QLD,-19.85,145.4,tiger shark,3.166265060240964,Unknown,male,,,Galeocerdo cuvier
1888,unprovoked,swimming,9.0,12,fatal,NSW,-33.85,151.15,bull shark,2.4013698630136986,torso,male,11.0,,Carcharhinus leucas
1889,unprovoked,swimming,1.0,7,fatal,VIC,-38.33333333,144.6166667,white shark,3.375,other: body not recovered,male,,,Carcharodon carcharias
1890,unprovoked,swimming,1.0,1,injured,TAS,-42.73333333,147.2333333,broadnose sevengill shark,3.0,thigh,male,,,Notorynchus cepedianus
1891,provoked,diving,8.0,4,uninjured,NSW,-36.71666667,149.9833333,wobbegong,1.3408602150537634,other: uninjured,male,,,Orectolobidae
1891,provoked,snorkelling,17.0,6,injured,VIC,-38.33333333,144.3166667,wobbegong,2.1,arm,male,,,Orectolobidae
1892,provoked,diving,1.0,1,fatal,QLD,-10.11666667,142.1333333,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1892,unprovoked,swimming,22.0,3,injured,QLD,-23.36666667,150.5,bull shark,2.4013698630136986,calf,male,,,Carcharhinus leucas
1892,unprovoked,swimming,6.0,11,injured,QLD,-27.45,153.2166667,whaler shark,2.2,leg,female,,,Carcharhinidae
1892,unprovoked,swimming,1.0,12,injured,QLD,-27.43333333,153.0833333,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1893,provoked,fishing,7.0,1,uninjured,WA,-28.76666667,114.6,wobbegong,1.3408602150537634,other: uninjured,male,,,Orectolobidae
1893,unprovoked,swimming,25.0,1,fatal,QLD,-13.93333333,143.7333333,tiger shark,3.166265060240964,other: body not recovered,male,,,Galeocerdo cuvier
1893,unprovoked,swimming,14.0,4,injured,QLD,-9.816666667,142.7,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1894,unprovoked,swimming,28.0,11,injured,NSW,-32.91666667,151.7833333,white shark,2.0,arm,male,,1900-01-01 07:40:00,Carcharodon carcharias
1895,unprovoked,unmotorised boating,1.0,1,uninjured,QLD,-27.46666667,153,bull shark,2.4013698630136986,other: uninjured,male,25.0,,Carcharhinus leucas
1895,unprovoked,swimming,27.0,2,fatal,NSW,-33.93333333,151.25,bull shark,3.5,leg,male,16.0,1900-01-01 16:00:00,Carcharhinus leucas
1895,unprovoked,swimming,15.0,3,injured,QLD,-24.9,152.2333333,bull shark,2.4013698630136986,foot,male,13.0,,Carcharhinus leucas
1895,provoked,diving,1.0,6,fatal,WA,-20.78333333,115.5333333,tiger shark,3.166265060240964,other: body not recovered,male,,,Galeocerdo cuvier
1895,provoked,swimming,16.0,11,fatal,NSW,-35.13333333,150.75,whaler shark,2.2,other: body not recovered,male,,,Carcharhinidae
1895,provoked,diving,15.0,12,uninjured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,other: uninjured,male,,,Galeocerdo cuvier
1895,unprovoked,swimming,8.0,12,fatal,NSW,-33.85,151.15,bull shark,4.0,torso,male,14.0,,Carcharhinus leucas
1896,unprovoked,swimming,11.0,1,fatal,NSW,-33.86666667,151.1833333,bull shark,2.4013698630136986,torso,male,11.0,,Carcharhinus leucas
1896,unprovoked,swimming,1.0,11,fatal,WA,-33.85,121.8833333,white shark,3.375,leg,male,,,Carcharodon carcharias
1897,unprovoked,swimming,6.0,1,injured,NSW,-31.06666667,152.8333333,bull shark,1.8,thigh,male,12.0,,Carcharhinus leucas
1897,unprovoked,swimming,1.0,12,injured,QLD,-9.95,142.1833333,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1898,provoked,fishing,22.0,9,injured,NSW,-32.71666667,152.1166667,bull shark,2.4013698630136986,foot,male,,,Carcharhinus leucas
1898,provoked,fishing,20.0,12,injured,QLD,-27.46666667,153.2166667,whaler shark,1.2,thigh,male,,,Carcharhinidae
1899,unprovoked,swimming,7.0,2,injured,NSW,-33.78333333,151.2166667,bull shark,2.4013698630136986,thigh,male,,,Carcharhinus leucas
1899,unprovoked,swimming,18.0,12,injured,QLD,-27.55,153.1833333,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1900,unprovoked,swimming,28.0,1,injured,NSW,-33.85,151.15,bull shark,2.4013698630136986,thigh,male,,1900-01-01 12:00:00,Carcharhinus leucas
1900,unprovoked,swimming,1.0,1,injured,NT,-11.6,130.95,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1900,unprovoked,swimming,15.0,9,injured,QLD,-19.25,146.8166667,tiger shark,3.166265060240964,calf,male,,1900-01-01 21:00:00,Galeocerdo cuvier
1900,provoked,snorkelling,10.0,11,fatal,QLD,-10.55,142.3833333,unknown species,1.9428571428571428,Unknown,male,,,Unknown species
1900,unprovoked,swimming,27.0,12,fatal,NSW,-33.78333333,151.2333333,bull shark,2.4013698630136986,leg,male,21.0,,Carcharhinus leucas
1901,unprovoked,swimming,1.0,1,injured,NT,-11.6,130.95,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1901,unprovoked,swimming,22.0,1,fatal,QLD,-27.46666667,153,bull shark,2.4013698630136986,thigh,male,13.0,,Carcharhinus leucas
1901,provoked,swimming,1.0,2,injured,QLD,-16.85,145.75,wobbegong,1.3408602150537634,head,male,,,Orectolobidae
1901,provoked,snorkelling,23.0,4,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,"""torso, shoulder""",male,,,Galeocerdo cuvier
1901,provoked,snorkelling,25.0,4,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,torso,male,,,Galeocerdo cuvier
1901,unprovoked,swimming,1.0,12,injured,QLD,-27.46666667,153,bull shark,2.0,"""torso, leg, pelvic region""",male,,1900-01-01 13:35:00,Carcharhinus leucas
1902,unprovoked,swimming,19.0,1,injured,QLD,-27.48333333,153,bull shark,2.4013698630136986,leg,male,16.0,1900-01-01 12:00:00,Carcharhinus leucas
1902,provoked,swimming,4.0,1,injured,QLD,-27.43333333,153.1666667,whaler shark,2.2,torso,male,,,Carcharhinidae
1903,unprovoked,swimming,10.0,1,fatal,NSW,-33.81666667,151.15,bull shark,3.0,leg,male,20.0,1900-01-01 17:00:00,Carcharhinus leucas
1903,provoked,fishing,1.0,2,uninjured,NSW,-36.63333333,150,bull shark,1.8,other: uninjured,male,,,Carcharhinus leucas
1903,unprovoked,swimming,15.0,3,fatal,QLD,-27.7,153.2833333,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1903,provoked,diving,6.0,5,uninjured,NSW,-34.66666667,150.85,whaler shark,3.0,other: uninjured,male,,,Carcharhinidae
1904,unprovoked,swimming,27.0,3,injured,QLD,-27.41666667,153.1166667,bull shark,2.4013698630136986,torso,male,,,Carcharhinus leucas
1905,unprovoked,swimming,30.0,3,injured,NSW,-28.8,153.2666667,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1905,provoked,snorkelling,2.0,12,fatal,QLD,-10.2,142.15,tiger shark,3.166265060240964,thigh,male,,,Galeocerdo cuvier
1906,unprovoked,swimming,28.0,1,fatal,NSW,-33.98333333,151.0666667,bull shark,2.0,leg,male,33.0,1900-01-01 14:10:00,Carcharhinus leucas
1906,unprovoked,swimming,14.0,4,fatal,QLD,-14.66666667,145.45,tiger shark,3.166265060240964,arm,male,,,Galeocerdo cuvier
1906,provoked,snorkelling,24.0,8,fatal,QLD,-9.95,142.1666667,tiger shark,3.166265060240964,"""arm, shoulder, torso""",male,,,Galeocerdo cuvier
1906,unprovoked,motorised boating,17.0,12,uninjured,NSW,-35.7,150.1833333,wobbegong,1.3408602150537634,other: uninjured,male,,,Orectolobidae
1907,unprovoked,swimming,3.0,2,fatal,QLD,-19.25,146.8166667,bull shark,3.2,Unknown,male,,,Carcharhinus leucas
1907,provoked,snorkelling,4.0,8,injured,WA,-28.85,113.9,tiger shark,3.166265060240964,leg,male,,,Galeocerdo cuvier
1907,unprovoked,swimming,13.0,10,injured,NSW,-32.93333333,151.75,white shark,1.8,"""torso, shoulder""",male,26.0,1900-01-01 10:00:00,Carcharodon carcharias
1907,unprovoked,swimming,21.0,12,fatal,NSW,-33.78333333,151.2333333,bull shark,2.4013698630136986,torso,male,,,Carcharhinus leucas
1909,unprovoked,swimming,1.0,1,injured,NSW,-33.48333333,151.3,bull shark,2.4013698630136986,Unknown,male,,,Carcharhinus leucas
1910,unprovoked,swimming,26.0,1,fatal,NSW,-32.9,151.7666667,bull shark,2.4013698630136986,leg,male,16.0,,Carcharhinus leucas
1910,unprovoked,swimming,17.0,2,injured,WA,-33.31666667,115.6166667,white shark,1.8,"""shoulder, torso, leg""",male,,,Carcharodon carcharias
1910,unprovoked,swimming,31.0,3,uninjured,WA,-34.36666667,115.1166667,unknown species,1.9428571428571428,other: uninjured,male,,,Unknown species
1910,unprovoked,swimming,24.0,11,injured,QLD,-21.16666667,149.2333333,unknown species,3.0,foot,male,,,Unknown species
1911,unprovoked,swimming,6.0,2,uninjured,WA,-20.38333333,116.8666667,tiger shark,3.166265060240964,other: uninjured,male,,,Galeocerdo cuvier
1911,unprovoked,swimming,27.0,3,fatal,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,"""torso, thigh""",male,16.0,,Galeocerdo cuvier
1911,provoked,snorkelling,25.0,10,injured,QLD,-15.48333333,145.4,tiger shark,3.166265060240964,leg,male,23.0,,Galeocerdo cuvier
1912,unprovoked,swimming,6.0,1,injured,NSW,-33.83333333,151.1666667,dusky shark,1.9500000000000002,"""leg, pelvic region""",male,,,Carcharhinus obscurus
1912,unprovoked,swimming,26.0,1,fatal,NSW,-33.81666667,151.15,bull shark,3.0,thigh,male,,,Carcharhinus leucas
1912,unprovoked,swimming,1.0,1,fatal,QLD,-19.45,146.6,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1912,provoked,diving,16.0,2,uninjured,WA,-33.31666667,115.6333333,wobbegong,1.3408602150537634,other: uninjured,male,,,Orectolobidae
1912,provoked,fishing,9.0,2,injured,SA,-37.58333333,140.3333333,white shark,2.4,"""arm, hand""",male,,,Carcharodon carcharias
1912,unprovoked,swimming,19.0,2,injured,NSW,-33.91666667,151.25,white shark,3.375,"""calf, foot""",male,,1900-01-01 16:00:00,Carcharodon carcharias
1912,unprovoked,swimming,5.0,11,injured,QLD,-27.31666667,153.05,tiger shark,2.7,leg,male,35.0,1900-01-01 17:50:00,Galeocerdo cuvier
1913,provoked,snorkelling,24.0,3,injured,QLD,-10.56666667,142.2166667,tiger shark,3.166265060240964,head,male,,,Galeocerdo cuvier
1913,provoked,fishing,2.0,5,injured,NSW,-29.4,153.3333333,bull shark,2.4013698630136986,leg,male,,,Carcharhinus leucas
1913,provoked,swimming,1.0,6,injured,QLD,-10.2,142.15,unknown species,1.9428571428571428,head,male,,,Unknown species
1913,unprovoked,swimming,21.0,11,injured,QLD,-27.31666667,153.05,tiger shark,2.5,leg,male,13.0,,Galeocerdo cuvier
1913,unprovoked,swimming,29.0,12,injured,SA,-35.05,138.45,white shark,3.375,leg,male,,1900-01-01 20:30:00,Carcharodon carcharias
1914,unprovoked,unmotorised boating,20.0,1,uninjured,NSW,-33.85,151.15,bull shark,2.4013698630136986,other: uninjured,male,,1900-01-01 18:00:00,Carcharhinus leucas
1914,unprovoked,swimming,11.0,1,injured,QLD,-27.31666667,153.05,wobbegong,1.7,leg,female,,1900-01-01 10:00:00,Orectolobidae
1914,unprovoked,unmotorised boating,1.0,2,injured,NSW,-33.83333333,151.0666667,bull shark,2.4013698630136986,torso,male,23.0,,Carcharhinus leucas
1914,provoked,spearfishing,4.0,2,injured,SA,-35.23333333,136.9666667,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1914,provoked,fishing,15.0,4,injured,NSW,-29.43333333,153.1833333,bull shark,2.4013698630136986,foot,male,,,Carcharhinus leucas
1914,unprovoked,swimming,10.0,6,fatal,VIC,-37.95,145,white shark,3.375,other: body not recovered,male,,,Carcharodon carcharias
1914,unprovoked,swimming,2.0,12,injured,QLD,-19.16666667,146.8333333,unknown species,1.9428571428571428,thigh,male,,,Unknown species
1914,provoked,unknown,6.0,12,injured,WA,-31.98333333,115.7333333,wobbegong,0.8,calf,male,,,Orectolobidae
1915,unprovoked,swimming,1.0,1,fatal,NSW,-33.83333333,151.2333333,bull shark,2.4013698630136986,thigh,male,,,Carcharhinus leucas
1915,unprovoked,unmotorised boating,6.0,2,injured,QLD,-27.26666667,153.2166667,wobbegong,1.3408602150537634,foot,male,,,Orectolobidae
1915,unprovoked,swimming,8.0,11,injured,NSW,-33.78333333,151.2833333,whaler shark,2.2,"""leg, foot""",male,,,Carcharhinidae
1915,unprovoked,swimming,10.0,11,injured,QLD,-27.31666667,153.0666667,bull shark,2.4013698630136986,"""arm, torso""",male,8.0,,Carcharhinus leucas
1916,provoked,diving,24.0,2,uninjured,TAS,-41.05,145.75,wobbegong,1.5,other: uninjured,male,,,Orectolobidae
1916,unprovoked,swimming,19.0,3,injured,NSW,-33.76666667,151.2833333,white shark,3.375,leg,male,,,Carcharodon carcharias
1916,unprovoked,swimming,10.0,11,fatal,QLD,-19.23333333,146.8,tiger shark,3.166265060240964,Unknown,male,27.0,,Galeocerdo cuvier
1916,unprovoked,swimming,9.0,11,fatal,QLD,-19.23333333,146.8166667,tiger shark,3.166265060240964,leg,male,,1900-01-01 18:00:00,Galeocerdo cuvier
1916,provoked,snorkelling,1.0,11,injured,WA,-20,119.3666667,tiger shark,3.7,leg,male,,,Galeocerdo cuvier
1916,provoked,snorkelling,2.0,11,fatal,WA,-20,119.3333333,tiger shark,3.7,leg,male,,,Galeocerdo cuvier
1916,unprovoked,other: standing in water,8.0,12,fatal,NSW,-33.78333333,151.2166667,bull shark,2.4013698630136986,"""arm, torso""",male,41.0,,Carcharhinus leucas
1916,unprovoked,swimming,30.0,12,fatal,QLD,-23.11666667,150.75,tiger shark,3.0,calf,male,26.0,,Galeocerdo cuvier
1917,provoked,fishing,14.0,6,injured,QLD,-27.23333333,153.2166667,whaler shark,2.2,leg,male,,,Carcharhinidae
1917,unprovoked,swimming,15.0,12,injured,WA,-20.3,118.5833333,tiger shark,3.166265060240964,thigh,male,,,Galeocerdo cuvier
1918,provoked,fishing,15.0,1,injured,NSW,-32.66666667,152.15,wobbegong,1.3408602150537634,"""arm, hand""",male,,,Orectolobidae
